season,round,days_from_epoch,game_date,day,win_seed,win_region,win_market,win_name,win_alias,win_team_id,win_school_ncaa,win_code_ncaa,win_kaggle_team_id,win_pts,lose_seed,lose_region,lose_market,lose_name,lose_alias,lose_team_id,lose_school_ncaa,lose_code_ncaa,lose_kaggle_team_id,lose_pts,num_ot,academic_year
2015,16,16520,2015-03-26,Thursday,03,Y,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,81,07,Y,Wichita State,Shockers,WICH,f38b58de-3273-4723-a78b-2f918e9aa2d5,Wichita St.,782,1455,70,0,2014
2001,64,11397,2001-03-16,Friday,06,Y,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,83,11,Y,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,71,0,2000
2002,64,11760,2002-03-14,Thursday,08,Y,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,82,09,Y,Charlotte,49ers,CHAR,8ddbfca9-a931-4908-aa31-9fcd17624b5f,Charlotte,458,1150,63,0,2001
2015,64,16513,2015-03-19,Thursday,03,Y,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,69,14,Y,Northeastern,Huskies,NE,93df9b18-e9fc-42a7-bb45-a736c203b4dc,Northeastern,500,1318,65,0,2014
2003,32,12134,2003-03-23,Sunday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,74,09,Y,Utah,Utes,UTAH,0d037a5d-827a-44dd-8b70-57603d671d5d,Utah,732,1428,54,0,2002
1988,64,6651,1988-03-18,Friday,02,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,99,15,Y,Southern University,Jaguars,SOU,a3b13d27-ec14-4a7d-88a2-0bc9f7b58984,Southern U.,665,1380,84,0,1987
2005,32,12861,2005-03-19,Saturday,02,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,69,07,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,60,0,2004
2005,64,12859,2005-03-17,Thursday,02,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,72,15,Y,Eastern Kentucky,Colonels,EKY,e48e3dd5-721c-4d96-8ff4-790fe2597bfd,Eastern Ky.,202,1184,64,0,2004
1993,32,8480,1993-03-21,Sunday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,83,08,Y,Utah,Utes,UTAH,0d037a5d-827a-44dd-8b70-57603d671d5d,Utah,732,1428,62,0,1992
2005,16,12867,2005-03-25,Friday,02,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,62,06,Y,Utah,Utes,UTAH,0d037a5d-827a-44dd-8b70-57603d671d5d,Utah,732,1428,52,0,2004
2015,64,16513,2015-03-19,Thursday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,79,16,Y,Hampton,Pirates,HAMP,161354af-1f3e-4d58-88f7-e016ec74b7b6,Hampton,270,1214,56,0,2014
2014,8,16159,2014-03-30,Sunday,08,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,75,02,Y,Michigan,Wolverines,MICH,bdc2561d-f603-4fab-a262-f1d2af462277,Michigan,418,1276,72,0,2013
2012,64,15414,2012-03-15,Thursday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,81,16,Y,Western Kentucky,Hilltoppers,WKU,881380da-861c-4ab6-a7d2-20699d8ea883,Western Ky.,772,1443,66,0,2011
1988,32,6653,1988-03-20,Sunday,02,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,90,07,Y,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,1268,81,0,1987
2014,16,16157,2014-03-28,Friday,08,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,74,04,Y,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,69,0,2013
2000,64,11032,2000-03-16,Thursday,05,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,85,12,Y,St. Bonaventure,Bonnies,SBON,22d90601-19d4-461b-a901-924d12f116ed,St. Bonaventure,596,1382,80,2,1999
1986,64,5916,1986-03-14,Friday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,75,16,Y,Davidson,Wildcats,DAV,2920c5fa-1e86-4958-a7c4-1e97b8e201d8,Davidson,173,1172,55,0,1985
2012,16,15422,2012-03-23,Friday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,102,04,Y,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,90,0,2011
2012,32,15416,2012-03-17,Saturday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,87,08,Y,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,71,0,2011
2003,16,12138,2003-03-27,Thursday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,63,05,Y,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,57,0,2002
1993,64,8478,1993-03-19,Friday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,96,16,Y,Rider,Broncs,RID,0b73b9b9-1e29-4b14-b5d8-0405fe942e32,Rider,576,1351,52,0,1992
2003,64,12132,2003-03-21,Friday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,95,16,Y,IUPUI,Jaguars,IUPU,90ec10eb-38a4-4a69-b072-ef71d294933b,IUPUI,2699,1237,64,0,2002
2012,2,15432,2012-04-02,Monday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,67,02,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,59,0,2011
2015,16,16520,2015-03-26,Thursday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,78,05,Y,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,39,0,2014
1986,16,5922,1986-03-20,Thursday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,68,05,Y,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,63,0,1985
1993,8,8486,1993-03-27,Saturday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,106,03,Y,Florida State,Seminoles,FSU,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,Florida St.,234,1199,81,0,1992
2012,8,15424,2012-03-25,Sunday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,82,03,Y,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,1124,70,0,2011
2014,32,16152,2014-03-23,Sunday,08,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,78,01,Y,Wichita State,Shockers,WICH,f38b58de-3273-4723-a78b-2f918e9aa2d5,Wichita St.,782,1455,76,0,2013
2015,32,16515,2015-03-21,Saturday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,64,08,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,51,0,2014
1993,16,8484,1993-03-25,Thursday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,103,05,Y,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,69,0,1992
2014,4,16165,2014-04-05,Saturday,08,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,74,02,Z,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,73,0,2013
2015,8,16522,2015-03-28,Saturday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,68,03,Y,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,66,0,2014
2014,64,16150,2014-03-21,Friday,08,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,56,09,Y,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,49,0,2013
2012,4,15430,2012-03-31,Saturday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,69,04,Z,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,61,0,2011
1986,32,5918,1986-03-16,Sunday,01,Y,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,71,08,Y,Western Kentucky,Hilltoppers,WKU,881380da-861c-4ab6-a7d2-20699d8ea883,Western Ky.,772,1443,64,0,1985
1986,64,5916,1986-03-14,Friday,05,Y,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,97,12,Y,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,80,0,1985
2002,64,11760,2002-03-14,Thursday,02,Y,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,86,15,Y,Florida Atlantic,Owls,FAU,c851131a-5ecd-4670-81bc-b40f4837dd65,Fla. Atlantic,229,1194,78,0,2001
1986,32,5918,1986-03-16,Sunday,05,Y,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,58,04,Y,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,56,0,1985
1994,8,8851,1994-03-27,Sunday,01,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,76,03,Y,Michigan,Wolverines,MICH,bdc2561d-f603-4fab-a262-f1d2af462277,Michigan,418,1276,68,0,1993
1989,64,7014,1989-03-16,Thursday,05,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,120,12,Y,Loyola Marymount,Lions,LMU,441a11b4-b506-45b3-8030-fe72a4381c40,Loyola Marymount,370,1258,101,0,1988
1994,16,8849,1994-03-25,Friday,01,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,103,12,Y,Tulsa,Golden Hurricane,TLSA,2959bd24-7007-41ae-a3a3-abdf26888cfc,Tulsa,719,1409,84,0,1993
1994,64,8842,1994-03-18,Friday,01,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,94,16,Y,North Carolina A&T,Aggies,NCAT,53aaac6a-796e-41a6-a04e-6ce74c5717f8,N.C. A&T,488,1299,79,0,1993
1995,8,9215,1995-03-26,Sunday,02,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,68,04,Y,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,61,0,1994
1994,32,8844,1994-03-20,Sunday,01,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,85,09,Y,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,73,0,1993
1995,4,9221,1995-04-01,Saturday,02,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,75,02,Z,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,68,0,1994
1994,4,8857,1994-04-02,Saturday,01,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,91,02,Z,Arizona,Wildcats,ARIZ,9b166a3f-e64b-4825-bb6b-92c6f0418263,Arizona,29,1112,82,0,1993
1995,32,9208,1995-03-19,Sunday,02,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,96,07,Y,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,94,1,1994
1994,2,8859,1994-04-04,Monday,01,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,76,02,X,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,72,0,1993
1992,64,8113,1992-03-19,Thursday,03,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,80,14,Y,Murray State,Racers,MURR,77a69fb0-1355-4342-ac09-b4cc7949d95e,Murray St.,454,1293,69,0,1991
1995,64,9206,1995-03-17,Friday,02,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,79,15,Y,Texas Southern,Tigers,TXSO,eb157f98-0697-459c-9293-ddb162ceb28b,Texas Southern,699,1411,78,0,1994
1995,16,9213,1995-03-24,Friday,02,Y,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,96,06,Y,Memphis,Tigers,MEM,1551b3a0-6d10-4ffa-8dfa-73b56f004553,Memphis,404,1272,91,1,1994
1988,64,6650,1988-03-17,Thursday,08,Y,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,90,09,Y,Bradley,Braves,BRAD,b47d10b8-a2a5-47df-a2f9-7bd0b9d51beb,Bradley,72,1133,86,0,1987
1999,64,10661,1999-03-11,Thursday,01,Y,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,80,16,Y,Winthrop,Eagles,WIN,ca441726-0c57-4456-b1e7-fff098484fb5,Winthrop,792,1457,41,0,1998
2000,64,11032,2000-03-16,Thursday,07,Y,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,72,10,Y,Creighton,Bluejays,CREI,7d797407-623e-476d-b299-46de4275414d,Creighton,169,1166,69,0,1999
1987,64,6279,1987-03-12,Thursday,08,Y,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,62,09,Y,San Diego,Toreros,USD,620d5944-7156-47d3-aad5-5b3824557d03,San Diego,627,1360,61,0,1986
1999,32,10663,1999-03-13,Saturday,01,Y,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,81,09,Y,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,74,0,1998
2012,16,15422,2012-03-23,Friday,03,Y,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,1124,75,10,Y,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,70,0,2011
2012,64,15414,2012-03-15,Thursday,03,Y,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,1124,68,14,Y,South Dakota State,Jackrabbits,SDST,6ef40534-5fad-4755-84de-7dcbd645d1f0,South Dakota St.,649,1355,60,0,2011
2012,32,15416,2012-03-17,Saturday,03,Y,Baylor,Bears,BAY,db6e1cab-3fa3-4a93-a673-8b2a358ff4bf,Baylor,51,1124,80,11,Y,Colorado,Buffaloes,COLO,9fccbf28-2858-4263-821c-fdefb3c7efa3,Colorado,157,1160,63,0,2011
2001,64,11397,2001-03-16,Friday,10,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,79,07,Y,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,63,0,2000
2011,16,15057,2011-03-24,Thursday,08,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,61,04,Y,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,54,0,2010
2007,32,13589,2007-03-17,Saturday,05,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,62,04,Y,Maryland,Terrapins,MD,2778d005-cc14-4e58-9bf2-3fc37bffb62f,Maryland,392,1268,59,0,2006
2011,8,15059,2011-03-26,Saturday,08,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,74,02,Y,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,71,1,2010
2007,64,13587,2007-03-15,Thursday,05,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,57,12,Y,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,46,0,2006
2011,64,15050,2011-03-17,Thursday,08,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,60,09,Y,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,58,0,2010
2015,64,16513,2015-03-19,Thursday,06,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,56,11,Y,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,48,0,2014
2011,4,15066,2011-04-02,Saturday,08,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,70,11,Z,Virginia Commonwealth,Rams,VCU,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518,VCU,740,1433,62,0,2010
2011,32,15052,2011-03-19,Saturday,08,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,71,01,Y,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,70,0,2010
2011,64,15050,2011-03-17,Thursday,03,Y,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,74,14,Y,Wofford,Terriers,WOF,9916713f-b243-452b-93ae-a2c3ccabf68b,Wofford,2915,1459,66,0,2010
1988,64,6650,1988-03-17,Thursday,04,Y,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,98,13,Y,Charlotte,49ers,CHAR,8ddbfca9-a931-4908-aa31-9fcd17624b5f,Charlotte,458,1150,92,1,1987
2011,32,15052,2011-03-19,Saturday,03,Y,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,89,11,Y,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,1211,67,0,2010
2002,64,11761,2002-03-15,Friday,06,Y,California,Golden Bears,CAL,aacdc78d-b7fa-48f6-9686-2fdb8a95030e,California,107,1143,82,11,Y,Pennsylvania,Quakers,PENN,e6c94452-1adf-4fb9-90e5-10f165c57c5a,Penn,540,1335,75,0,2001
2005,64,12859,2005-03-17,Thursday,07,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,76,10,Y,Iowa,Hawkeyes,IOWA,c10544de-e3bd-4776-ba2e-83df8c017fd1,Iowa,312,1234,64,0,2004
2015,64,16513,2015-03-19,Thursday,08,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,66,09,Y,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,65,1,2014
1997,64,9933,1997-03-13,Thursday,03,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,86,14,Y,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,69,0,1996
1992,8,8123,1992-03-29,Sunday,04,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,88,06,Y,Memphis,Tigers,MEM,1551b3a0-6d10-4ffa-8dfa-73b56f004553,Memphis,404,1272,57,0,1991
1992,32,8116,1992-03-22,Sunday,04,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,77,05,Y,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,65,0,1991
1996,64,9570,1996-03-15,Friday,02,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,66,15,Y,UNC Greensboro,Spartans,UNCG,612f7f66-1de1-4d42-b842-9a508daab911,UNCG,459,1422,61,0,1995
1996,16,9577,1996-03-22,Friday,02,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,87,03,Y,Georgia Tech,Yellow Jackets,GT,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,Georgia Tech,255,1210,70,0,1995
1992,64,8114,1992-03-20,Friday,04,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,85,13,Y,Delaware,Fightin Blue Hens,DEL,0affc15f-641d-4211-970d-fb9fb8d36842,Delaware,180,1174,47,0,1991
1996,32,9572,1996-03-17,Sunday,02,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,78,07,Y,Temple,Owls,TEM,8598d1b6-106b-4083-a512-2e495729525a,Temple,690,1396,65,0,1995
1992,16,8121,1992-03-27,Friday,04,Y,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,69,09,Y,UTEP,Miners,UTEP,06d15d35-4955-4fdd-83d9-32d24dbd795b,UTEP,704,1431,67,0,1991
2013,64,15785,2013-03-21,Thursday,08,Y,Colorado State,Rams,CSU,1a470730-f328-4fb1-8bbf-36a069e4d6b2,Colorado St.,156,1161,84,09,Y,Missouri,Tigers,MIZZ,77ca152a-cb2f-48a5-97b2-492351250d94,Missouri,434,1281,72,0,2012
1989,64,7015,1989-03-17,Friday,10,Y,Colorado State,Rams,CSU,1a470730-f328-4fb1-8bbf-36a069e4d6b2,Colorado St.,156,1161,68,07,Y,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,46,0,1988
2009,64,14323,2009-03-20,Friday,11,Y,Dayton,Flyers,DAY,632616c5-2dbb-4017-a449-c9dfc303f026,Dayton,175,1173,68,06,Y,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,60,0,2008
1987,64,6280,1987-03-13,Friday,03,Y,DePaul,Blue Demons,DEP,ee09e6ad-3872-4745-bbb9-ebbd5c6f8318,DePaul,176,1177,76,14,Y,Louisiana Tech,Bulldogs,LT,8ff733a9-9f93-46de-ba7e-cf6f7e429670,Louisiana Tech,366,1256,62,0,1986
1987,32,6282,1987-03-15,Sunday,03,Y,DePaul,Blue Demons,DEP,ee09e6ad-3872-4745-bbb9-ebbd5c6f8318,DePaul,176,1177,83,06,Y,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,75,1,1986
1998,64,10298,1998-03-13,Friday,10,Y,Detroit,Titans,DET,1b78e7f6-f25c-4921-98e2-9bc565f8dfb4,Detroit Mercy,184,1178,66,07,Y,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,64,0,1997
1999,64,10661,1999-03-11,Thursday,12,Y,Detroit,Titans,DET,1b78e7f6-f25c-4921-98e2-9bc565f8dfb4,Detroit Mercy,184,1178,56,05,Y,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,53,0,1998
1996,64,9569,1996-03-14,Thursday,09,Y,Eastern Michigan,Eagles,EMU,2ed86226-3fff-4083-90fa-6b02307e6f73,Eastern Mich.,204,1185,75,08,Y,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,60,0,1995
2006,2,13241,2006-04-03,Monday,03,Y,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,73,02,X,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,57,0,2005
2006,16,13231,2006-03-24,Friday,03,Y,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,57,07,Y,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,53,0,2005
2007,4,13603,2007-03-31,Saturday,01,Y,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,76,02,Z,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,66,0,2006
